## Fri Nov 25 12:34:55 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FRAGMENTO_583_2	1171373.PACID_18500	1.54e-239	661.0	COG0232@1|root,COG0232@2|Bacteria,2GJ8F@201174|Actinobacteria	201174|Actinobacteria	F	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	dgt	-	3.1.5.1	ko:K01129	ko00230,map00230	-	R01856	RC00017	ko00000,ko00001,ko01000	-	-	-	HD,HD_assoc
FRAGMENTO_584_3	1171373.PACID_18470	2.15e-265	729.0	COG0042@1|root,COG0042@2|Bacteria,2GJ8I@201174|Actinobacteria,4DNZA@85009|Propionibacteriales	201174|Actinobacteria	J	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	dus	GO:0008150,GO:0010565,GO:0019216,GO:0019217,GO:0019222,GO:0031323,GO:0050789,GO:0050794,GO:0062012,GO:0065007,GO:0080090	-	-	-	-	-	-	-	-	-	-	Dus
FRAGMENTO_585_1	428125.CLOLEP_00158	2.21e-14	73.6	29XDV@1|root,30J3Z@2|Bacteria,1W1G1@1239|Firmicutes,252S6@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_585_2	1171373.PACID_18420	5.66e-178	496.0	COG0479@1|root,COG0479@2|Bacteria,2GJPS@201174|Actinobacteria,4DPU6@85009|Propionibacteriales	201174|Actinobacteria	C	Succinate dehydrogenase fumarate reductase	-	-	1.3.5.1,1.3.5.4	ko:K00240	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002,ko01000	-	-	-	Fer2_3,Fer4_10,Fer4_7,Fer4_8
FRAGMENTO_585_3	1171373.PACID_18410	0.0	1258.0	COG1053@1|root,COG1053@2|Bacteria,2GJ45@201174|Actinobacteria,4DN0E@85009|Propionibacteriales	201174|Actinobacteria	C	succinate dehydrogenase	sdhA	-	1.3.5.1,1.3.5.4,1.4.3.16	ko:K00239,ko:K00278	ko00020,ko00190,ko00250,ko00650,ko00720,ko00760,ko01100,ko01110,ko01120,ko01130,ko01200,ko05134,map00020,map00190,map00250,map00650,map00720,map00760,map01100,map01110,map01120,map01130,map01200,map05134	M00009,M00011,M00115,M00149,M00173,M00374,M00376	R00357,R00481,R02164	RC00006,RC00045,RC02566	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
FRAGMENTO_585_4	1171373.PACID_18400	1.8e-29	111.0	28HIR@1|root,30UAY@2|Bacteria,2I860@201174|Actinobacteria,4DWJ7@85009|Propionibacteriales	201174|Actinobacteria	C	succinate dehydrogenase	sdhC_1	-	-	ko:K00241	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002	-	-	-	Sdh_cyt
FRAGMENTO_586_1	1171373.PACID_18400	2.5e-101	300.0	28HIR@1|root,30UAY@2|Bacteria,2I860@201174|Actinobacteria,4DWJ7@85009|Propionibacteriales	201174|Actinobacteria	C	succinate dehydrogenase	sdhC_1	-	-	ko:K00241	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002	-	-	-	Sdh_cyt
FRAGMENTO_586_2	1171373.PACID_18390	0.0	882.0	COG0076@1|root,COG0076@2|Bacteria,2GKIH@201174|Actinobacteria,4DPUT@85009|Propionibacteriales	201174|Actinobacteria	E	Pyridoxal-dependent decarboxylase conserved domain	gadB	-	4.1.1.15	ko:K01580	ko00250,ko00410,ko00430,ko00650,ko01100,ko01110,ko01120,ko02024,ko04727,ko04940,map00250,map00410,map00430,map00650,map01100,map01110,map01120,map02024,map04727,map04940	M00027	R00261,R00489,R01682,R02466	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Pyridoxal_deC
FRAGMENTO_586_3	1171373.PACID_18380	7.28e-143	405.0	COG1051@1|root,COG4111@1|root,COG1051@2|Bacteria,COG4111@2|Bacteria,2GNMT@201174|Actinobacteria	201174|Actinobacteria	F	NUDIX hydrolase	-	-	3.6.1.55	ko:K03574	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	NUDIX
FRAGMENTO_586_4	1171373.PACID_18370	3.47e-95	286.0	COG0379@1|root,COG0379@2|Bacteria,2GM59@201174|Actinobacteria,4DNNM@85009|Propionibacteriales	201174|Actinobacteria	H	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate	nadA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008987,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016053,GO:0017144,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0019805,GO:0030312,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0040007,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046496,GO:0046874,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0055086,GO:0071704,GO:0071944,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.5.1.72	ko:K03517	ko00760,ko01100,map00760,map01100	M00115	R04292	RC01119	ko00000,ko00001,ko00002,ko01000	-	-	-	NadA
FRAGMENTO_587_1	1171373.PACID_18370	1.27e-110	325.0	COG0379@1|root,COG0379@2|Bacteria,2GM59@201174|Actinobacteria,4DNNM@85009|Propionibacteriales	201174|Actinobacteria	H	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate	nadA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006520,GO:0006531,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008987,GO:0009058,GO:0009066,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016053,GO:0017144,GO:0018130,GO:0019355,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0019752,GO:0019805,GO:0030312,GO:0034627,GO:0034628,GO:0034641,GO:0034654,GO:0040007,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046496,GO:0046874,GO:0048037,GO:0051186,GO:0051188,GO:0051536,GO:0051539,GO:0051540,GO:0055086,GO:0071704,GO:0071944,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	2.5.1.72	ko:K03517	ko00760,ko01100,map00760,map01100	M00115	R04292	RC01119	ko00000,ko00001,ko00002,ko01000	-	-	-	NadA
FRAGMENTO_587_2	1171373.PACID_18360	0.0	881.0	COG0029@1|root,COG0029@2|Bacteria,2I2IJ@201174|Actinobacteria,4DN9N@85009|Propionibacteriales	201174|Actinobacteria	H	Catalyzes the oxidation of L-aspartate to iminoaspartate	nadB	-	1.4.3.16,2.4.2.19	ko:K00278,ko:K00767	ko00250,ko00760,ko01100,map00250,map00760,map01100	M00115	R00357,R00481,R03348	RC00006,RC02566,RC02877	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_2,Succ_DH_flav_C
FRAGMENTO_587_3	1171373.PACID_18350	4.59e-158	450.0	COG0157@1|root,COG0157@2|Bacteria,2I2IP@201174|Actinobacteria,4DNUU@85009|Propionibacteriales	201174|Actinobacteria	H	Belongs to the NadC ModD family	nadC	-	2.4.2.19	ko:K00767	ko00760,ko01100,map00760,map01100	M00115	R03348	RC02877	ko00000,ko00001,ko00002,ko01000	-	-	-	QRPTase_C,QRPTase_N
FRAGMENTO_587_4	1171373.PACID_18340	8.05e-64	207.0	COG0423@1|root,COG0423@2|Bacteria,2GIT3@201174|Actinobacteria,4DPNB@85009|Propionibacteriales	201174|Actinobacteria	J	Belongs to the class-II aminoacyl-tRNA synthetase family	glyQS	GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006426,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046983,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.14	ko:K01880	ko00970,map00970	M00359,M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	HGTP_anticodon,tRNA-synt_2b
FRAGMENTO_588_1	1171373.PACID_18340	3.14e-281	771.0	COG0423@1|root,COG0423@2|Bacteria,2GIT3@201174|Actinobacteria,4DPNB@85009|Propionibacteriales	201174|Actinobacteria	J	Belongs to the class-II aminoacyl-tRNA synthetase family	glyQS	GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006426,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046983,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.14	ko:K01880	ko00970,map00970	M00359,M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	HGTP_anticodon,tRNA-synt_2b
FRAGMENTO_588_2	1171373.PACID_18330	1.19e-59	184.0	COG2329@1|root,COG2329@2|Bacteria	2|Bacteria	S	heme oxygenase (decyclizing) activity	-	-	-	-	-	-	-	-	-	-	-	-	ABM
FRAGMENTO_588_3	1171373.PACID_18320	1.36e-90	265.0	COG0735@1|root,COG0735@2|Bacteria,2IKS3@201174|Actinobacteria,4DQZK@85009|Propionibacteriales	201174|Actinobacteria	P	Belongs to the Fur family	furB	GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010035,GO:0010038,GO:0010043,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0042221,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043565,GO:0044212,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046872,GO:0046914,GO:0046983,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K03711	-	-	-	-	ko00000,ko03000	-	-	-	FUR
FRAGMENTO_588_4	1171373.PACID_14460	8.65e-174	485.0	COG1381@1|root,COG1381@2|Bacteria,2GK81@201174|Actinobacteria,4DP6A@85009|Propionibacteriales	201174|Actinobacteria	L	Involved in DNA repair and RecF pathway recombination	recO	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	ko:K03584	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	RecO_C,RecO_N
FRAGMENTO_589_1	1171373.PACID_14450	0.0	1052.0	COG1404@1|root,COG1404@2|Bacteria,2GK3D@201174|Actinobacteria,4DTXD@85009|Propionibacteriales	201174|Actinobacteria	O	Subtilase family	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_5,PA,Peptidase_S8,SLH,fn3_5
FRAGMENTO_589_2	1171373.PACID_14440	1.59e-118	341.0	COG0454@1|root,COG0456@2|Bacteria,2GY1D@201174|Actinobacteria	201174|Actinobacteria	K	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
FRAGMENTO_589_3	1122997.AUDD01000014_gene1449	1.55e-140	400.0	COG0020@1|root,COG0020@2|Bacteria,2GIXF@201174|Actinobacteria,4DPW4@85009|Propionibacteriales	201174|Actinobacteria	I	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS	GO:0000287,GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006066,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008834,GO:0009058,GO:0009987,GO:0016020,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0030145,GO:0033850,GO:0040007,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0046872,GO:0046914,GO:0050347,GO:0071704,GO:0071944,GO:1901576,GO:1901615,GO:1901617	2.5.1.31,2.5.1.86,2.5.1.88	ko:K00806,ko:K14215,ko:K21273	ko00900,ko01110,map00900,map01110	-	R06447,R09244,R09731	RC00279,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	-	Prenyltransf
FRAGMENTO_590_1	1171373.PACID_14430	3.7e-29	110.0	COG0020@1|root,COG0020@2|Bacteria,2GIXF@201174|Actinobacteria,4DPW4@85009|Propionibacteriales	201174|Actinobacteria	I	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	uppS	GO:0000287,GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006066,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008834,GO:0009058,GO:0009987,GO:0016020,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0030145,GO:0033850,GO:0040007,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0046872,GO:0046914,GO:0050347,GO:0071704,GO:0071944,GO:1901576,GO:1901615,GO:1901617	2.5.1.31,2.5.1.86,2.5.1.88	ko:K00806,ko:K14215,ko:K21273	ko00900,ko01110,map00900,map01110	-	R06447,R09244,R09731	RC00279,RC02839	ko00000,ko00001,ko01000,ko01006	-	-	-	Prenyltransf
FRAGMENTO_590_2	1171373.PACID_14420	1.5e-187	521.0	COG0121@1|root,COG0121@2|Bacteria,2HQD2@201174|Actinobacteria,4DVEM@85009|Propionibacteriales	201174|Actinobacteria	S	Glutamine amidotransferases class-II	-	-	-	-	-	-	-	-	-	-	-	-	GATase_4
FRAGMENTO_590_3	1171373.PACID_14410	1.73e-158	450.0	COG0765@1|root,COG0765@2|Bacteria,2GNBH@201174|Actinobacteria,4DQVW@85009|Propionibacteriales	201174|Actinobacteria	E	Binding-protein-dependent transport system inner membrane component	gluD	-	-	ko:K10007	ko02010,map02010	M00233	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3.9	-	-	BPD_transp_1
FRAGMENTO_590_4	1171373.PACID_14400	5.46e-131	374.0	COG0765@1|root,COG0765@2|Bacteria,2GNUR@201174|Actinobacteria,4DR1N@85009|Propionibacteriales	201174|Actinobacteria	E	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K10006	ko02010,map02010	M00233	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3.9	-	-	BPD_transp_1
FRAGMENTO_590_5	1171373.PACID_14390	1.35e-189	530.0	COG0834@1|root,COG0834@2|Bacteria,2GJH8@201174|Actinobacteria	201174|Actinobacteria	ET	Belongs to the bacterial solute-binding protein 3 family	-	-	-	ko:K10005	ko02010,map02010	M00233	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3.9	-	-	SBP_bac_3
FRAGMENTO_591_1	1171373.PACID_14380	0.0	1110.0	COG0119@1|root,COG0119@2|Bacteria,2GISX@201174|Actinobacteria,4DMZU@85009|Propionibacteriales	201174|Actinobacteria	E	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate)	leuA	-	2.3.3.13	ko:K01649	ko00290,ko00620,ko01100,ko01110,ko01210,ko01230,map00290,map00620,map01100,map01110,map01210,map01230	M00432	R01213	RC00004,RC00470,RC02754	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	HMGL-like,LeuA_dimer
FRAGMENTO_591_2	1122997.AUDD01000014_gene1452	4.94e-209	592.0	COG1574@1|root,COG1574@2|Bacteria,2GJVW@201174|Actinobacteria,4DN27@85009|Propionibacteriales	201174|Actinobacteria	S	Amidohydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_3
FRAGMENTO_592_1	765123.HMPREF9621_00617	5.81e-14	68.2	COG1574@1|root,COG1574@2|Bacteria	2|Bacteria	G	metal-dependent hydrolase with the TIM-barrel fold	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_3
FRAGMENTO_592_2	1171373.PACID_14350	1.45e-222	617.0	COG1159@1|root,COG1159@2|Bacteria,2GJJE@201174|Actinobacteria,4DNEH@85009|Propionibacteriales	201174|Actinobacteria	S	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism	era	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0040007,GO:0044424,GO:0044444,GO:0044464	-	ko:K03595	-	-	-	-	ko00000,ko03009,ko03029	-	-	-	KH_2,MMR_HSR1
FRAGMENTO_592_3	1171373.PACID_14340	1.57e-282	775.0	COG1253@1|root,COG1253@2|Bacteria,2GIWR@201174|Actinobacteria,4DNND@85009|Propionibacteriales	201174|Actinobacteria	S	Transporter associated domain	corC	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	CBS,CorC_HlyC,DUF21
FRAGMENTO_592_4	1171373.PACID_14330	4.32e-103	298.0	COG0319@1|root,COG0319@2|Bacteria,2GMUF@201174|Actinobacteria,4DQJA@85009|Propionibacteriales	201174|Actinobacteria	S	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	-	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	UPF0054
FRAGMENTO_592_5	1171373.PACID_14310	8.61e-90	273.0	COG1702@1|root,COG1702@2|Bacteria,2GK0W@201174|Actinobacteria,4DPI2@85009|Propionibacteriales	201174|Actinobacteria	T	PhoH-like protein	phoH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K06217	-	-	-	-	ko00000	-	-	-	PhoH
FRAGMENTO_593_1	1171373.PACID_14310	1.82e-113	334.0	COG1702@1|root,COG1702@2|Bacteria,2GK0W@201174|Actinobacteria,4DPI2@85009|Propionibacteriales	201174|Actinobacteria	T	PhoH-like protein	phoH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K06217	-	-	-	-	ko00000	-	-	-	PhoH
FRAGMENTO_593_2	1171373.PACID_14320	3.79e-239	661.0	COG0510@1|root,COG0510@2|Bacteria,2I1JS@201174|Actinobacteria,4DSVT@85009|Propionibacteriales	201174|Actinobacteria	M	thiamine kinase activity	-	-	-	-	-	-	-	-	-	-	-	-	APH
FRAGMENTO_593_3	875328.JDM601_2889	4.38e-62	193.0	COG3744@1|root,COG3744@2|Bacteria,2GS3K@201174|Actinobacteria,239Z7@1762|Mycobacteriaceae	201174|Actinobacteria	S	PIN domain	-	-	-	-	-	-	-	-	-	-	-	-	PIN
FRAGMENTO_593_4	875328.JDM601_2888	2.1e-26	99.0	COG4118@1|root,COG4118@2|Bacteria,2GSDT@201174|Actinobacteria	201174|Actinobacteria	D	Antitoxin component of a toxin-antitoxin (TA) module	-	-	-	-	-	-	-	-	-	-	-	-	PhdYeFM_antitox
FRAGMENTO_593_5	1171373.PACID_14300	3.21e-68	206.0	2CH19@1|root,33DEK@2|Bacteria,2IRW2@201174|Actinobacteria	201174|Actinobacteria	S	Immunity protein 51	-	-	-	-	-	-	-	-	-	-	-	-	Imm51
FRAGMENTO_593_6	1171373.PACID_14290	8.13e-68	210.0	COG0500@1|root,COG2226@2|Bacteria	2|Bacteria	Q	methyltransferase	yafE	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0044424,GO:0044464	-	-	-	-	-	-	-	-	-	-	Methyltransf_11
FRAGMENTO_594_1	1171373.PACID_14260	1.87e-206	573.0	COG0596@1|root,COG0596@2|Bacteria,2GNBX@201174|Actinobacteria,4DQ1B@85009|Propionibacteriales	201174|Actinobacteria	S	Belongs to the peptidase S33 family	pip	-	3.4.11.5	ko:K01259	ko00330,map00330	-	R00135	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Abhydrolase_1
FRAGMENTO_594_2	1171373.PACID_14250	3.04e-164	460.0	COG1738@1|root,COG1738@2|Bacteria,2IFDB@201174|Actinobacteria	201174|Actinobacteria	S	Involved in the import of queuosine (Q) precursors, required for Q precursor salvage	-	-	-	ko:K09125	-	-	-	-	ko00000	-	-	-	Vut_1
FRAGMENTO_594_3	1171373.PACID_14240	1.45e-57	178.0	COG2002@1|root,COG2002@2|Bacteria	2|Bacteria	K	toxin-antitoxin pair type II binding	-	-	-	-	-	-	-	-	-	-	-	-	MazE_antitoxin,PrlF_antitoxin
FRAGMENTO_594_4	1171373.PACID_14230	1.56e-79	237.0	COG5611@1|root,COG5611@2|Bacteria,2GUMH@201174|Actinobacteria	201174|Actinobacteria	S	PIN domain	-	-	-	-	-	-	-	-	-	-	-	-	PIN
FRAGMENTO_594_5	1171373.PACID_14220	1.01e-195	552.0	COG1668@1|root,COG1668@2|Bacteria,2I9MY@201174|Actinobacteria,4DQIN@85009|Propionibacteriales	201174|Actinobacteria	CP	ABC-2 family transporter protein	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane_3
FRAGMENTO_595_2	1171373.PACID_14210	4.72e-193	538.0	COG4152@1|root,COG4152@2|Bacteria,2I2DK@201174|Actinobacteria,4DP66@85009|Propionibacteriales	201174|Actinobacteria	S	ATPases associated with a variety of cellular activities	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran,DUF4162
FRAGMENTO_595_3	1171373.PACID_14200	1.69e-128	368.0	COG2197@1|root,COG2197@2|Bacteria,2GJ46@201174|Actinobacteria,4DQGA@85009|Propionibacteriales	201174|Actinobacteria	T	helix_turn_helix, Lux Regulon	-	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
FRAGMENTO_595_4	1171373.PACID_14190	4.23e-214	604.0	COG4585@1|root,COG4585@2|Bacteria,2GJEG@201174|Actinobacteria,4DRHK@85009|Propionibacteriales	201174|Actinobacteria	T	Histidine kinase	-	-	-	-	-	-	-	-	-	-	-	-	HATPase_c,HisKA_3
FRAGMENTO_595_5	1171373.PACID_14180	3.78e-64	206.0	COG0343@1|root,COG0343@2|Bacteria,2GMWY@201174|Actinobacteria	201174|Actinobacteria	J	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	tgt	-	2.4.2.29	ko:K00773	-	-	R03789,R10209	RC00063	ko00000,ko01000,ko03016	-	-	-	TGT
